recipe_name,recipe_link,main_ingredient,meal_role,calories_kcal,carbohydrates_g,protein_g,fat_g,fiber_g,cholesterol_mg,sodium_mg,potassium_mg,calcium_mg,vitamin_a_iu,vitamin_c_mg,iron_mg,price_try,ingredient_1,ingredient_2,ingredient_3,ingredient_4,ingredient_5,ingredient_6,ingredient_7,ingredient_8,ingredient_9,ingredient_10,ingredient_11,ingredient_12,ingredient_13,ingredient_14,ingredient_15,ingredient_16,ingredient_17,ingredient_18,ingredient_19,ingredient_20,ingredient_21,ingredient_22,ingredient_23,ingredient_24,ingredient_25,ingredient_26,ingredient_27,ingredient_28,ingredient_29,ingredient_30
Bulgur Köftesi,https://www.nefisyemektarifleri.com/bulgur-koftesi/,Tahıl,Ana Yemek,240,42.1,6.08,5.9,5.52,0.1,222.8,388.84,132.04,1000.71,20.46,2.74,45.15,1 su bardağı ince bulgur,1 su bardağı kaynar su,1 adet yumurta akı,1 yemek kaşığı sıvı yağ,5 yemek kaşığı un,2 yemek kaşığı salça,Tuz,Karabiber,Pul biber,4 adet domates,3 diş sarımsak,Tuz,İsteğe göre biberiye,Sıvı yağ,Maydanoz,,,,,,,,,,,,,,,
Zeytinyağlı Barbunya Pilaki,https://www.nefisyemektarifleri.com/zeytinyagli-barbunya-pilaki/,Bakliyat,Ana Yemek,639,60.3,18.7,36.9,19.12,0,245.96,729.68,973.4,2748.51,7.33,6.35,40.63,500 gram taze barbunya,Yarım su bardağı zeytinyağı,1 adet soğan,1 adet orta boy patates,1 adet havuç,1 yemek kaşığı domates salçası,1 çay kaşığı şeker,1 adet domates,2-3 diş sarımsak,Tuz,,,,,,,,,,,,,,,,,,,,
Yeşil Mercimek Yemeği,https://www.nefisyemektarifleri.com/yesil-mercimek-yemegi-tarifi/,Bakliyat,Ana Yemek,353,34,19,12,20.67,0,375.34,1237,77.34,140.67,7.67,6.79,21.7,1.5 su bardağı yeşil mercimek,1 adet kuru soğan,3-4 diş sarımsak,2 yemek kaşığı salça,7 su bardağı su,2 çay kaşığı tuz,Yarım çay bardağı zeytinyağı (ya da sıvı yağ),,,,,,,,,,,,,,,,,,,,,,,
Nohut Tava,https://www.nefisyemektarifleri.com/video/nohut-tava-tarifi/,Bakliyat,Ana Yemek,352,27,8,24,8.12,0,139.26,416.68,238.4,904.1,54.15,3.26,56.79,3 su bardağı haşlanmış nohut,1 adet kapya biber,1 büyük boy soğan,3 adet yeşil biber,3 adet domates,3 diş sarımsak,1 yemek kaşığı domates salçası,1 çay bardağı zeytinyağı,1 çay kaşığı karabiber,1 çay kaşığı kimyon,1 tatlı kaşığı pul biber (tepeleme),1 tatlı kaşığı isot (tepeleme),1 tatlı kaşığı tuz,,,,,,,,,,,,,,,,,
Zeytinyağlı Barbunya Yemeği,https://www.nefisyemektarifleri.com/zeytinyagli-barbunya-yemegi/,Bakliyat,Ana Yemek,399,57,17.4,11.6,18,0,178,1495.8,120.6,2896.8,7.99,5.7,19.29,2 su bardağı barbunya,Yarım çay bardağı zeytinyağı,1 adet soğan,2 diş sarımsak,1 yemek kaşığı salça,1-2 adet patates,1-2 adet havuç,1 çay kaşığı toz şeker,1 tatlı kaşığı kırmızı toz biber,Tuz,,,,,,,,,,,,,,,,,,,,
Bulgurlu Patates Köftesi,https://www.nefisyemektarifleri.com/bulgurlu-patates-koftesi-tarifi/,Bakliyat,Yan Yemek,60,7,1,3,0.8,0,48.89,89.48,51.75,13.18,2.97,0.3,4.63,2 tane büyük boy patates,Yarım su bardağı kısırlık ince bulgur,1 tane büyük boy kuru soğan,1 yemek kaşığı domates salçası,1 tatlı kaşığı acı biber salçası,Çok az sıvı yağ,Tuz,Pul biber,Yarım limon suyu,Yarım demet maydanoz,,,,,,,,,,,,,,,,,,,,
Kuru Fasulye,https://www.nefisyemektarifleri.com/video/kuru-fasulye-nasil-yapilir/,Kırmızı Et,Ana Yemek,384,27.9,23.1,19.5,6.6,49.2,273.72,701.62,257.5,88.5,4.41,5.5,58.03,2 su bardağı kuru fasulye,300 gr dana kuşbaşı et,1 tane kuru soğan,1 tane sivri biber,1 yemek kaşığı domates salçası,1 tatlı kaşığı acı biber salçası,Tuz,4. 5 -5 bardak sıcak su,Çok az sıvı yağ,1 tane küp şeker,,,,,,,,,,,,,,,,,,,,
Yeşil Mercimek Köftesi,https://www.nefisyemektarifleri.com/video/yesil-mercimek-koftesi-tarifi-tam-kivaminda/,Bakliyat,Yan Yemek,55,8.5,2.1,1.3,2.24,0,37.6,56.6,54.18,52.36,2.24,0.92,2.4,1 su bardağı yeşil mercimek,1.5 su bardağı köftelik ince bulgur,3 yemek kaşığı sıvı yağ,1 adet kuru soğan,1 yemek kaşığı domates salçası,1 tatlı kaşığı biber salçası,1 tatlı kaşığı tuz,1 çay kaşığı kimyon,1 çay kaşığı kırmızı pul biber,Yarım çay kaşığı karabiber,Yarım demet maydanoz,Yarım demet taze soğan,Kıvırcık marul ve limon,,,,,,,,,,,,,,,,,
Sarımsaklı Yoğurtlu Bulgur Köftesi,https://www.nefisyemektarifleri.com/video/sarimsakli-yogurtlu-bulgur-koftesi/,Tahıl,Yan Yemek,273,34,8,12,4.28,46.56,379.38,307.46,127.9,388.4,6.62,2.3,14.86,1 su bardağı ince köftelik bulgur,3 yemek kaşığı irmik,1 su bardağı sıcak su (200 ml),1 adet yumurta,1 tatlı kaşığı tuz,1 çay kaşığı karabiber,2 su bardağı yoğurt,2 diş sarımsak,Çeyrek demet dereotu,1 çay kaşığı tuz,2-3 yemek kaşığı zeytinyağı,1 çay kaşığı kırmızı toz biber,,,,,,,,,,,,,,,,,,
Etsiz Nohut Yemeği,https://www.nefisyemektarifleri.com/etsiz-nohut-yemegi-248941/,Bakliyat,Ana Yemek,519,57.6,18.3,24.34,6.3,0,217.6,1085,150.3,491,41.34,6.7,41.74,2 su bardağı nohut,1 adet kuru soğan,2 adet yeşil biber,5 yemek kaşığı sıvı yağ,1.5 yemek kaşığı domates salçası,1 tatlı kaşığı biber salçası,1 tatlı kaşığı tuz,yarım çay kaşığı karabiber,yarım çay kaşığı pul biber,1 çay kaşığı kimyon,5 su bardağı sıcak su,,,,,,,,,,,,,,,,,,,
Sosyete Köftesi,https://www.nefisyemektarifleri.com/video/sosyete-koftesi-videosu/,Bakliyat,Ana Yemek,288,37.8,9.5,11.5,6.27,140.65,64.59,457.01,76.8,629.4,9.35,3.07,19.08,1 kase haşlanmış nohut,1 kase haşlanmış yeşil mercimek,1 adet soğan,1 yemek kaşığı domates salçası,2 adet domates rendesi,2 diş sarımsak,5 yemek kaşığı sıvı yağ,1 tatlı kaşığı pul biber,2 su bardağı köftelik bulgur,1 su bardağı sıcak su,1 yumurta,2 yemek kaşığı un,1 yemek kaşığı domates Salçası,1 tatlı kaşığı biber Salçası,Pul biber,Tuz,Sıcak su,Tuz,Sarımsaklı yoğurt,,,,,,,,,,,
Zeytinyağlı Barbunya,https://www.nefisyemektarifleri.com/zeytinyagli-barbunya-tarifi-223409/,Bakliyat,Ana Yemek,193,27.3,9.6,5.4,10.07,0,62.84,694.3,63,1042,3.38,3.23,10.75,500 gram barbunya (yaklaşık 2. 5 su bardağı kadar),1 çay kaşığı tuz,2 adet küçük havuç,1 adet patates,1 tane soğan,1 diş sarımsak,1 çay bardağı zeytinyağı,1 küp şeker,1 tahta kaşığı domates salçası,Tuz (ben 1-2 tatlı kaşığı kullandım),1.5 litre sıcak su,,,,,,,,,,,,,,,,,,,
Mercimek Köftesi,https://www.nefisyemektarifleri.com/tam-olculu-mercimek-koftesi/,Bakliyat,Yan Yemek,99,13,2.9,3.9,2.43,0,54.17,146.21,25.14,83.78,3.08,1.03,6.46,2 su bardağı ince bulgur,1 su bardağı kırmızı mercimek,4. 5 su bardağı su,2 tane kuru soğan,1 çay bardağı zeytinyağ,1.5 yemek kaşığı biber salçası,1.5 yemek kaşığı domates salçası,Yarım demet maydanoz,Nar ekşisi,Limon suyu,Tuz,Pul biber,(Baharatların ölçüsünü kendi damak zevkinize göre ayarlayabilir ve arzuya göre başka baharatlar da ekleyebilirsiniz),,,,,,,,,,,,,,,,,
Etli Kuru Fasulye Yemeği,https://www.nefisyemektarifleri.com/etli-kuru-fasulye-yemegi/,Kırmızı Et,Ana Yemek,413,25,26,20,21,40.2,170.2,947,104.8,140.2,17.2,4.36,58.03,2 su bardağı kuru fasulye,300 gr dana kuşbaşı et,1 tane kuru soğan,1 tane sivri biber,1 yemek kaşığı domates salçası,1 tatlı kaşığı acı biber salçası,Tuz,4. 5 -5 bardak sıcak su,Çok az sıvı yağ,1 tane küp şeker,,,,,,,,,,,,,,,,,,,,
İçli Köfte,https://www.nefisyemektarifleri.com/icli-kofte-tarifi-yoresel/,Kırmızı Et,Ana Yemek,197,18.1,7.5,10.3,2.08,26.4,117.12,165.27,31.9,78.97,1.08,1.56,20.97,Yarım kg yağsız kıyma,1 bütük soğan,Çekilmiş ceviz 1 avuç,Çok az biber salçası (tat katsın diye),İsteğe göre baharat (ben elime ne geçtiyse attım :),2 bardak düğürcük ( ince kısırlık bulgur ),Yarım yemek kaşığı biber salçası,1 tatlı kaşığı biber,1 tatlı kaşığı tuz,1 yumurta,1 bardağından bir parmak kadar az un,(Yanımıza su alalım elimize yapışmadan şekil vermek için),Yarım litre yağ,,,,,,,,,,,,,,,,,
Lübnan Köftesi,https://www.nefisyemektarifleri.com/lubnan-koftesi-falafel/,Bakliyat,Yan Yemek,49,6.1,1.3,2.1,0.76,6.9,24.6,36.7,37.6,20.3,3.8,0.19,4.24,2 su bardağı nohut,1 adet soğan,2 diş sarımsak,1 adet yumurta,1 su bardağı un,1 çay kaşığı karbonat,Yarım demet maydanoz,1 tatlı kaşığı toz kişniş,1 tatlı kaşığı karabiber,1 çay kaşığı tuz,4 yemek kaşığı süzme yoğurt,2 yemek kaşığı tahin,1 yemek kaşığı limon suyu,Yarım çay kaşığı tuz,Sıvı yağ,,,,,,,,,,,,,,,
Erişteli Yeşil Mercimek Yemeği,https://www.nefisyemektarifleri.com/eristeli-yesil-mercimek-yemegi-163488/,Bakliyat,Ana Yemek,369,49,22,7.1,14.8,0,203.1,627.06,377.84,615.2,20.4,5.15,64.81,2 su bardağı yeşil mercimek,1 yeşil biber,2 domates rendesi,1 soğan rendesi,Karabiber,Toz kırmızı biber,Tuz,Salça,Sıvı yağ,1 su bardağı erişte,Su,,,,,,,,,,,,,,,,,,,
Etli Nohut,https://www.nefisyemektarifleri.com/lokum-gibi-etli-nohut-yapimi-tam-kivaminda/,Kırmızı Et,Ana Yemek,414,32.3,20.08,22.5,2.9,36.8,378.04,636.9,85.4,62.7,3.4,4.6,62.99,250 gram dana kuşbaşı et,1 tatlı kaşığı tuz,4 yemek kaşığı sıvı yağ,2 su bardağı ıslatılıp şişmiş nohut,1 adet soğan,1 yemek kaşığı salça,4 su bardağı su,,,,,,,,,,,,,,,,,,,,,,,
Kıymalı Bezelye Yemeği,https://www.nefisyemektarifleri.com/kiymali-bezelye-yemegi/,Kırmızı Et,Ana Yemek,410,45.8,20.2,16.2,12.55,26.2,338.13,1049.57,552.29,2540,55.73,4.31,51.56,1 adet soğan,2-3 diş sarımsak,1 adet havuç,2 orta boy patates,4 yemek kaşığı sıvı yağ,200g kıyma,2 yemek kaşığı domates salçası,1 çay kaşığı pul biber,1 çay kaşığı karabiber,1 tatlı kaşığı tuz,3 su bardağı taze bezelye,5 su bardağı sıcak su,,,,,,,,,,,,,,,,,,
Keşkek,https://www.nefisyemektarifleri.com/keskek-tarifi/,Tavuk,Tek Öğün,846,98.4,41.2,30.5,15.7,88.01,314.79,672.98,582.92,123.5,5.71,8.2,5.54,1 kg aşurelik bütün buğday,1 su bardağı nohut,800 gram et (tavuk eti koyarsanız 3 adet but),Tuz,Tereyağı,Salça,,,,,,,,,,,,,,,,,,,,,,,,
Güveçte Etli Kuru Fasulye,https://www.nefisyemektarifleri.com/guvecte-lokum-gibi-etli-kuru-fasulye-videolu/,Kırmızı Et,Ana Yemek,368,20.1,20.2,18.65,0.7,36.2,146.2,751.3,96.24,211.8,5.4,3.92,75.62,500 gram kuru fasulye,450 gram kuşbaşı et,2 adet orta boy soğan,1 yemek kaşığı tepeleme domates salçası,1 yemek kaşığı tepeleme biber salçası,Yarım çay bardağı zeytinyağı,3 yemek kaşığı tereyağ,1’er tatlı kaşığı karabiber,Kırmızı toz biber,Pul biber,Toz şeker,1.5 çay kaşığı tuz,,,,,,,,,,,,,,,,,,
Kabak Mücveri,https://www.nefisyemektarifleri.com/video/kabak-mucveri-tarifi/,Sebze,Yan Yemek,58,4.5,2,3.5,0.6,39.8,62.7,134.7,28,137.9,8.3,0.97,14.1,3 adet yumurta,3 adet kabak,Yarım su bardağı un,2-3 dal yeşil soğan,Yarım demet maydanoz,Bir tutam dereotu,Tuz,Karabiber,Pul biber,,,,,,,,,,,,,,,,,,,,,
Beşamel Soslu Mantarlı Patatesli Oturtma,https://www.nefisyemektarifleri.com/video/besamel-soslu-mantarli-patatesli-oturtma/,Kırmızı Et,Ana Yemek,322,23.3,16.2,17.8,2.1,50.74,250.28,767.95,252.11,192.2,6.2,1.38,56.58,5 adet orta boy patates,400 gram kıyma,2 adet kuru soğan,400 gram mantar,1 yemek kaşığı domates salçası,Yarım çay bardağı zeytinyağı (60 ml),1 tatlı kaşığı tuz,1 çay kaşığı karabiber,Yarım demet maydanoz,1 çay bardağı sıcak su (125 ml),2 su bardağı süt (400 ml),1 yemek kaşığı tereyağı,1.5 yemek kaşığı un,Yarım çay kaşığı karabiber,1 çay kaşığı tuz,Kaşar peyniri,,,,,,,,,,,,,,
Karnabahar Kızartması,https://www.nefisyemektarifleri.com/video/karnabahar-kizartmasi-nasil-yapilir/,Sebze,Yan Yemek,334,30.6,7.7,21.3,4.3,74.4,209.8,221.7,657.6,203.1,96.8,1.2,5.18,1 adet orta boy karnabahar,Su,Tuz,2 adet yumurta,1 su bardağı un,1 su bardağı süt,1 çay kaşığı tuz,Sıvı yağ,Sarımsaklı ya da sade yoğurt,,,,,,,,,,,,,,,,,,,,,
Şakşuka Anlatımı,https://www.nefisyemektarifleri.com/video/saksuka-tarifi-videolu-anlatimi/,Sebze,Ana Yemek,93,8.52,2.88,5.36,5.89,0,146.65,456.8,121.09,236.99,30.68,1.1,22.56,4 adet patlıcan,3 adet yeşil biber,1 adet kuru soğan,4 diş sarımsak,4 adet domates,1 tatlı kaşığı domates salçası,2 yemek kaşığı sıvı yağ,1 çay kaşığı şeker,1 tatlı kaşığı tuz,1 çay kaşığı karabiber,1 çay kaşığı pul biber,1 çay bardağı sıcak su (125 ml),,,,,,,,,,,,,,,,,,
Fırında Kabak Mücveri,https://www.nefisyemektarifleri.com/parmak-yediren-firinda-kabak-mucveri-borek-tadinda/,Sebze,Yan Yemek,151,17.4,3.9,7.25,1.5,62,147.25,401.9,41.5,221,10.58,1.24,12.12,4 adet yumurta,3 adet kabak,3 adet patates,1 büyük çay bardağı sıvı yağ,Yarım demet dereotu,Yarım demet maydanoz,4-5 dal taze soğan,1 tatlı kaşığı pul biber,Yarım paket kabartma tozu,1 tatlı kaşığı tuz,1 su bardağı un,,,,,,,,,,,,,,,,,,,
Fırında Beşamel Soslu Karnabahar,https://www.nefisyemektarifleri.com/video/firinda-besamal-soslu-karnabahar/,Sebze,Yan Yemek,189,12.5,9.06,12,3.4,25.56,301.28,202,671.3,291.79,80.68,0.8,19.84,1 adet karnabahar,Kaşar peyniri,2 yemek kaşığı tereyağı,1 yemek kaşığı sıvı yağ,1.5 yemek kaşığı un,1.5 su bardağı süt,Tuz,Karabiber,,,,,,,,,,,,,,,,,,,,,,
Fırında Karnabahar,https://www.nefisyemektarifleri.com/video/firinda-karnabahar-nasil-yapilir-videolu-tarif/,Süt Ürünü,Yan Yemek,154,11,6,10,3.14,79,191.2,569.6,100.7,318.06,72.48,1,14.79,1 küçük boy karnabahar,1 su bardağı yoğurt,2 adet yumurta,1/2 (yarım) çay bardağı sıvıyağ,1 yemek kaşığı un,Kaşar peynir rendesi,Tuz. pul biber,,,,,,,,,,,,,,,,,,,,,,,
Ispanak Yemeği,https://www.nefisyemektarifleri.com/ispanak-yemegi-tarifi/,Sebze,Ana Yemek,223,21.3,11,10,9.63,0,439.15,539.55,2137.4,773.75,2609.24,14.86,35.68,1 kg ıspanak,1 adet kuru soğan,Yarım çay bardağı pirinç,2 yemek kaşığı sıvı yağ,1 yemek kaşığı domates salçası,Tuz,Karabiber,Pul biber,,,,,,,,,,,,,,,,,,,,,,
Köfteli Patlıcan Bohçası,https://www.nefisyemektarifleri.com/kofteli-patlican-bohcasi-tarifi/,Kırmızı Et,Ana Yemek,231,8.3,11.3,16.8,3.69,46.8,166.4,483,85.96,381.45,21.35,1.97,37.11,4 adet patlıcan,Yeşil biber,Çeri domates,400g kıyma,1 adet soğan,2 diş sarımsak,1 adet yumurta,3 yemek kaşığı ekmek içi,1 tutam maydanoz,1 çay kaşığı tuz,Yarım çay kaşığı karabiber,Yarım çay kaşığı pul biber,1 çay kaşığı kimyon,1 yemek kaşığı domates salçası,1 çay kaşığı tuz,2 su bardağı sıcak su,,,,,,,,,,,,,,
Pırasa Yemeği,https://www.nefisyemektarifleri.com/video/pirasa-yemegi-tarifi/,Sebze,Ana Yemek,137,18.4,2.3,6.2,2.1,0,241.1,352.2,64.32,3579.29,13.9,1.7,7.59,5-6 dal pırasa (beyaz kısımları kullanılacak),2 adet havuç,1 yemek kaşığı domates salçası,5-6 yemek kaşığı domates sosu,Yarım Türk kahvesi fincanı pirinç,2 yemek kaşığı sıvı yağ,Tuz,Sıcak su,,,,,,,,,,,,,,,,,,,,,,
Kabak Yemeği,https://www.nefisyemektarifleri.com/video/kabak-yemegi-nasil-yapilir/,Sebze,Ana Yemek,170,14.4,3.8,10.4,2.5,0,128.8,512.4,66.8,334.8,30.4,2.9,18.16,5 adet kabak,1 orta boy soğan,4-5 yemek kaşığı sıvı yağ,1 yemek kaşığı domates salçası,1 çay kaşığı karabiber,1 çay kaşığı kırmızı pul biber,1 tatlı kaşığı tuz,Yarım çay bardağı pirinç,2 su bardağı sıcak su,1 tutam dereotu,,,,,,,,,,,,,,,,,,,,
Fırında Patates Püreli Patlıcan Kebabı,https://www.nefisyemektarifleri.com/video/firinda-patates-pureli-patlican-kebabi-tarifi/,Kırmızı Et,Ana Yemek,302,26.1,13.9,15.03,6.06,32.6,393.8,923.4,205.2,631.9,19.6,1.8,42.63,4 tane büyük patlıcan,200 g kıyma,3 tane orta boy soğan,3 tane orta boy yeşil biber,3 tane orta boy domates,2 yemek kaşığı domates salçası,1 çay kaşığı tuz,Yarım çay kaşığı karabiber,3-4 yemek kaşığı sıvı yağ,3 adet patates,3 yemek kaşığı süt,1 çay kaşığı tuz,Kaşar peyniri,1 yemek kaşığı domates salçası,Yarım su bardağı sıcak su (100 ml),,,,,,,,,,,,,,,
Hünkar Beğendi,https://www.nefisyemektarifleri.com/video/hunkar-begendi-tarifi-videosu/,Kırmızı Et,Ana Yemek,566,24.9,30.7,39.4,9.1,113.2,681.2,1225.4,572.34,1445.8,73.2,4.6,187.4,2 adet patlıcan,1 su bardağı süt,1 yemek kaşığı un,1 yemek kaşığı tereyağı,1 çay bardağı kaşar rendesi,200 gram dana eti,1 domates rendesi,1 adet kuru soğan,2 adet yeşil biber,1 yemek kaşığı tereyağı,1 tatlı kaşığı biber salçası,1 su bardağı sıcak su,Tuz .karabiber. pul biber. kekik,,,,,,,,,,,,,,,,,
Fırında Kıymalı Patlıcan,https://www.nefisyemektarifleri.com/firinda-kiymali-patlican/,Kırmızı Et,Ana Yemek,312,15.7,18.1,19.7,5.3,44.8,723.01,1074.6,411.5,594.2,19.2,4.5,83.07,2 adet bostan patlıcanı,1 tatlı kaşığı tuz,Sıvı yağ,4 yemek kaşığı sıvı yağ,2 adet soğan,300g kıyma,5 diş sarımsak,4 adet sivri biber,2 adet domates,1 tatlı kaşığı tuz,1 çay kaşığı karabiber (silme),1 çay kaşığı pul biber (silme),1 yemek kaşığı domates salçası,2 su bardağı sıcak su,Dilimlenmiş domates,Yeşil Biber,,,,,,,,,,,,,,
Çıtır Patates Kızartması,https://www.nefisyemektarifleri.com/video/citir-patates-kizartmasi-tarifi/,Sebze,Yan Yemek,349,64.6,6.1,6.04,3.9,0,841.4,1089.3,540.6,12.7,0,0.01,21.92,3-4 orta boy patates,1.5 yemek kaşığı un,1 tatlı kaşığı mısır nişastası,1 paket kabartma tozu,Tuz,Sıvı yağ,,,,,,,,,,,,,,,,,,,,,,,,
Beşamel Soslu Patlıcan Musakka,https://www.nefisyemektarifleri.com/besamel-soslu-patlican-musakka/,Kırmızı Et,Ana Yemek,495,16.3,24.5,36.1,4.4,74.38,561.42,769.27,493.09,754.7,11.2,2.7,72.37,3 adet patlıcan,250 gr kıyma,1 adet soğan,3 yemek kaşığı sıvı yağ,2 adet sivri biber,3 diş sarımsak,1 yemek kaşığı domates salçası,1 çay kaşığı tuz,1 çay kaşığı pul biber,Yarım çay kaşığı karabiber,1.5 yemek kaşığı un,2 su bardağı süt (400 ml),1 yemek kaşığı sıvı yağ,1 yemek kaşığı tereyağı,1 çay kaşığı tuz,Yarım çay kaşığı karabiber,200 gr kaşar peyniri,Sıvı yağ,,,,,,,,,,,,
Fırında Tavuklu Kabak Yemeği,https://www.nefisyemektarifleri.com/video/firinda-tavuklu-kabak-yemegi-nasil-yapilir/,Tavuk,Ana Yemek,359,11.03,37.3,17.8,1.7,30.7,454.5,857.4,303.8,605.03,17.6,2.5,141.89,3 adet kabak,600 g tavuk göğsü,4-5 kaşık domates sosu ya da 1 yemek kaşığı domates salçası ve yarım su bardağı su,Kırmızı toz biber,Karabiber,Kekik,Tuz,Sıvı yağ,2 yemek kaşığı tereyağı,1 yemek kaşığı sıvı yağ,1.5 yemek kaşığı un,1.5 su bardağı süt,Tuz,Karabiber,Kaşar peyniri,,,,,,,,,,,,,,,
Ratatuy,https://www.nefisyemektarifleri.com/ratatuy-tarifi/,Sebze,Ana Yemek,421,40.3,19.01,20.4,9.51,46.64,475.69,1673.8,408.98,1855.6,63.3,2.91,71.08,2-3 adet kabak,2-3 adet patlıcan,3-4 adet domates,3-4 adet patates,3-4 domates,1 adet büyük soğan,3-4 diş sarımsak,2-3 adet sivri biber,Yarım çay bardağı sıvı yağ,1 yemek kaşığı tereyağı,Tuz,Karabiber,Kekik,Pul biber,Rendelenmiş kaşar peyniri,,,,,,,,,,,,,,,
Fırında Kabak Mücver,https://www.nefisyemektarifleri.com/firinda-kabak-mucver-yapimi/,Sebze,Yan Yemek,112,6.1,6.2,6.9,13.6,61.4,302.4,251.4,200,189,17.3,4.1,20.68,4 adet orta boy kabak,2 adet yumurta,Yarım demet dereotu,20-25 adet maydanoz,8-10 adet yeşil soğan,200 gram beyaz peynir (diyet yapanlar için light olabilir. miktarı da azaltılabilir),1 çay bardağı un (kıvama göre azalıp eksilebilir. ben tam buğday unu kullandım),1 adet kabartma tozu,Yarım kahve fincanı sıvı yağ (diyette olmayanlar. isteyenler tam doldurabilir),Tuz. karabiber. pul biber,Diyette olmayanlar için üzerine serpmek için 250 gr kaşar peyniri,,,,,,,,,,,,,,,,,,,
Karnabahar Graten,https://www.nefisyemektarifleri.com/karnabahar-graten-5198168/,Sebze,Ana Yemek,372,23.06,12.8,26.2,4.4,99.08,440.03,330.7,819.7,564.9,100.6,1.6,25.91,1 orta boy karnabahar,1 çay kaşığı tuz,Su,1 su bardağı süt,1 su bardağı yoğurt,Yarım su bardağı sıvı yağ,2 adet yumurta,1 paket kabartma tozu,1 çay kaşığı tuz,1 çay kaşığı karabiber,1 çay kaşığı kimyon,1 tutam maydanoz,Yarım su bardağı un,1 su bardağı rendelenmiş kaşar peyniri,,,,,,,,,,,,,,,,
Patatesli Havuçlu Bezelye Yemeği,https://www.nefisyemektarifleri.com/patatesli-havuclu-bezelye-yemegi-tarifi/,Sebze,Ana Yemek,377,59.5,16.7,9.4,16.8,0,190.7,1343.2,98,3634.5,104.5,4.18,39.47,2 adet büyük boy patates,1 adet büyük boy havuç,1 kilogram ayıklanmış bezelye,2 adet küçük boy soğan,1 yemek kaşığı domates salçası,2.5 çay kaşığı tuz,2 tatlı kaşığı pul biber,2.5 su bardağı sıcak su,Az sıvı yağ,,,,,,,,,,,,,,,,,,,,,
Kabak Mücveri,https://www.nefisyemektarifleri.com/kabak-mucveri-nasil-yapilir/,Sebze,Yan Yemek,40,5,2.1,1.3,15,34,67,142.1,25.53,139.46,7.3,0.94,14.1,3 adet yumurta,3 adet kabak,Yarım su bardağı un,2-3 dal yeşil soğan,Yarım demet maydanoz,Bir tutam dereotu,Tuz,Karabiber,Pul biber,,,,,,,,,,,,,,,,,,,,,
Fırında Özel Soslu Patates,https://www.nefisyemektarifleri.com/firinda-ozel-soslu-patates-cips-gibi/,Sebze,Yan Yemek,135,16.7,2.8,6.1,1.6,2.3,77.9,441.1,128.1,319.1,5.2,0.3,18.66,15-20 adet bebe patates veya 5 adet orta boy elma dilim kesilmiş patates,5-6 yemek kaşığı yoğurt,Yarım çay bardağı zeytinyağı,1 tatlı kaşığı silme kekik,1 tatlı kaşığı silme nane,1 çay kaşığı reyhan,1 tatlı kaşığı kırmızı pul biber(isteğe bağlı),1 diş ezilmiş sarımsak,Tuz,,,,,,,,,,,,,,,,,,,,,
Etsiz Bamya Yemeği,https://www.nefisyemektarifleri.com/etsiz-bamya-yemegi/,Sebze,Ana Yemek,121,13,4.4,5.6,5.4,0,137.2,589,107,664.8,68.2,48.6,79.83,Yarım kg taze bamya,2 adet domates,1 adet soğan,3 adet yeşil biber,Yarım yemek kaşığı salça,2 yemek kaşığı sıvı yağ,Yarım limon,Baharat (Karabiber. pul biber),Tuz,5 su bardağı sıcak su,,,,,,,,,,,,,,,,,,,,
Fırında Soslu Karnabahar,https://www.nefisyemektarifleri.com/firinda-soslu-karnabahar-9847534/,Sebze,Ana Yemek,306,23,8,20.5,7.2,63.9,336.2,303,1040.6,495.83,160.84,2.52,5.46,1 adet küçük boy karnabahar,1 adet yumurta,2 yemek kaşığı yoğurt,1/2 (yarım) çay bardağı zeytinyağı,1 yemek kaşığı mısır unu ya da beyaz un,1 yemek kaşığı galeta unu,1 çay kaşığı karabiber,1 çay kaşığı kırmızı toz biber,Yarım çay kaşığı kimyon,1 çay kaşığı tuz,,,,,,,,,,,,,,,,,,,,
Sebzeli Kuşbaşı Etli Güveç,https://www.nefisyemektarifleri.com/sebzeli-kusbasi-etli-guvec/,Kırmızı Et,Ana Yemek,418,25,18,26.7,6.13,49.22,269.36,1097.4,163.29,821.06,55.61,2.81,142.42,500 gram kuşbaşı et,2 adet soğan,2 adet patates,2 adet patlıcan,4 adet yeşil biber,3 adet domates,4-5 diş sarımsak,1 yemek kaşığı salça,5 yemek kaşığı sıvı yağ,Tuz,Pul biber,Karabiber,,,,,,,,,,,,,,,,,,
